,question,question_id,question_type,answer
2,What are the symptoms of Adenomyosis ?,0000088-3,symptoms,
3,How to diagnose Adenomyosis ?,0000088-4,exams and tests,
4,What are the treatments for Adenomyosis ?,0000088-5,treatment,
5,What is the outlook for Adenomyosis ?,0000088-6,outlook,
6,Do I need to see a doctor for Adenomyosis ?,0000088-7,when to contact a medical professional,
0,What is (are) Adhesion ?,0000089-1,information,
1,What causes Adhesion ?,0000089-2,causes,
2,What are the symptoms of Adhesion ?,0000089-3,symptoms,
3,How to diagnose Adhesion ?,0000089-4,exams and tests,
4,What are the treatments for Adhesion ?,0000089-5,treatment,
5,What is the outlook for Adhesion ?,0000089-6,outlook,
6,What are the complications of Adhesion ?,0000089-7,complications,
7,Do I need to see a doctor for Adhesion ?,0000089-8,when to contact a medical professional,
0,What is (are) Adjustment disorder ?,0000090-1,information,
1,What causes Adjustment disorder ?,0000090-2,causes,
2,What are the symptoms of Adjustment disorder ?,0000090-3,symptoms,
3,How to diagnose Adjustment disorder ?,0000090-4,exams and tests,
4,What are the treatments for Adjustment disorder ?,0000090-5,treatment,
5,What is the outlook for Adjustment disorder ?,0000090-6,outlook,
6,Do I need to see a doctor for Adjustment disorder ?,0000090-7,when to contact a medical professional,
0,What is (are) Adolescent development ?,0000091-1,information,
1,What is (are) Adolescent development ?,0000091-2,information,
0,What is (are) Adolescent test or procedure preparation ?,0000092-1,information,
1,What is (are) Adolescent test or procedure preparation ?,0000092-2,information,
0,Do you have information about Adrenal glands,0000093-1,information,
0,Do you have information about Adrenalectomy,0000094-1,information,
0,Do you have information about Adrenergic bronchodilator overdose,0000095-1,information,
0,What is (are) Adrenocortical carcinoma ?,0000096-1,information,
1,What causes Adrenocortical carcinoma ?,0000096-2,causes,
2,What are the symptoms of Adrenocortical carcinoma ?,0000096-3,symptoms,
3,How to diagnose Adrenocortical carcinoma ?,0000096-4,exams and tests,
4,What are the treatments for Adrenocortical carcinoma ?,0000096-5,treatment,
5,What is the outlook for Adrenocortical carcinoma ?,0000096-6,outlook,
6,What are the complications of Adrenocortical carcinoma ?,0000096-7,complications,
7,Do I need to see a doctor for Adrenocortical carcinoma ?,0000096-8,when to contact a medical professional,
0,What is (are) Adrenoleukodystrophy ?,0000097-1,information,
1,What causes Adrenoleukodystrophy ?,0000097-2,causes,
2,What are the symptoms of Adrenoleukodystrophy ?,0000097-3,symptoms,
3,How to diagnose Adrenoleukodystrophy ?,0000097-4,exams and tests,
4,What are the treatments for Adrenoleukodystrophy ?,0000097-5,treatment,
5,What is the outlook for Adrenoleukodystrophy ?,0000097-6,outlook,
6,What are the complications of Adrenoleukodystrophy ?,0000097-7,complications,
7,Do I need to see a doctor for Adrenoleukodystrophy ?,0000097-8,when to contact a medical professional,
8,How to prevent Adrenoleukodystrophy ?,0000097-9,prevention,
0,What is (are) Adult soft tissue sarcoma ?,0000098-1,information,
1,What causes Adult soft tissue sarcoma ?,0000098-2,causes,
2,What are the symptoms of Adult soft tissue sarcoma ?,0000098-3,symptoms,
3,How to diagnose Adult soft tissue sarcoma ?,0000098-4,exams and tests,
4,What are the treatments for Adult soft tissue sarcoma ?,0000098-5,treatment,
5,Where to find support for people with Adult soft tissue sarcoma ?,0000098-6,support groups,
6,What is the outlook for Adult soft tissue sarcoma ?,0000098-7,outlook,
7,What are the complications of Adult soft tissue sarcoma ?,0000098-8,complications,
8,Do I need to see a doctor for Adult soft tissue sarcoma ?,0000098-9,when to contact a medical professional,
9,How to prevent Adult soft tissue sarcoma ?,0000098-10,prevention,
0,What is (are) Adult Still's disease ?,0000099-1,information,
1,What causes Adult Still's disease ?,0000099-2,causes,
2,What are the symptoms of Adult Still's disease ?,0000099-3,symptoms,
3,How to diagnose Adult Still's disease ?,0000099-4,exams and tests,
4,What are the treatments for Adult Still's disease ?,0000099-5,treatment,
5,What is the outlook for Adult Still's disease ?,0000099-6,outlook,
6,What are the complications of Adult Still's disease ?,0000099-7,complications,
7,Do I need to see a doctor for Adult Still's disease ?,0000099-8,when to contact a medical professional,
0,What is (are) Advance care directives ?,0000100-1,information,
1,What is (are) Advance care directives ?,0000100-4,information,
0,Do you have information about Aerobic,0000101-1,information,
0,What is (are) Aerobic bacteria ?,0000102-1,information,
0,Do you have information about Aflatoxin,0000103-1,information,
0,Do you have information about After a C-section - in the hospital,0000104-1,information,
0,What is (are) After a fall in the hospital ?,0000105-1,information,
0,Do you have information about After an exposure to sharps or body fluids,0000106-1,information,
0,Do you have information about After chemotherapy - discharge,0000107-1,information,
0,What is (are) After vaginal delivery - in the hospital ?,0000108-1,information,
1,What is the outlook for After vaginal delivery - in the hospital ?,0000108-2,outlook,
0,Do you have information about Aftershave poisoning,0000109-1,information,
0,What is (are) Agammaglobulinemia ?,0000110-1,information,
1,What causes Agammaglobulinemia ?,0000110-2,causes,
2,What are the symptoms of Agammaglobulinemia ?,0000110-3,symptoms,
3,How to diagnose Agammaglobulinemia ?,0000110-4,exams and tests,
4,What are the treatments for Agammaglobulinemia ?,0000110-5,treatment,
5,What is the outlook for Agammaglobulinemia ?,0000110-6,outlook,
6,What are the complications of Agammaglobulinemia ?,0000110-7,complications,
7,Do I need to see a doctor for Agammaglobulinemia ?,0000110-8,when to contact a medical professional,
8,How to prevent Agammaglobulinemia ?,0000110-9,prevention,
0,What is (are) Age-related hearing loss ?,0000111-1,information,
1,What causes Age-related hearing loss ?,0000111-2,causes,
2,What are the symptoms of Age-related hearing loss ?,0000111-3,symptoms,
3,How to diagnose Age-related hearing loss ?,0000111-4,exams and tests,
4,What are the treatments for Age-related hearing loss ?,0000111-5,treatment,
5,What is the outlook for Age-related hearing loss ?,0000111-6,outlook,
6,What are the complications of Age-related hearing loss ?,0000111-7,complications,
7,Do I need to see a doctor for Age-related hearing loss ?,0000111-8,when to contact a medical professional,
0,Do you have information about Aging changes in body shape,0000112-1,information,
0,Do you have information about Aging changes in hair and nails,0000113-1,information,
0,Do you have information about Aging changes in hormone production,0000114-1,information,
0,Do you have information about Aging changes in immunity,0000115-1,information,
0,Do you have information about Aging changes in organs - tissue - cells,0000116-1,information,
0,Do you have information about Aging changes in skin,0000117-1,information,
0,Do you have information about Aging changes in sleep,0000118-1,information,
0,Do you have information about Aging changes in the bones - muscles - joints,0000119-1,information,
0,Do you have information about Aging changes in the breast,0000120-1,information,
0,Do you have information about Aging changes in the face,0000121-1,information,
0,Do you have information about Aging changes in the female reproductive system,0000122-1,information,
0,Do you have information about Aging changes in the heart and blood vessels,0000123-1,information,
0,Do you have information about Aging changes in the kidneys and bladder,0000124-1,information,
0,Do you have information about Aging changes in the lungs,0000125-1,information,
0,Do you have information about Aging changes in the male reproductive system,0000126-1,information,
0,Do you have information about Aging changes in the nervous system,0000127-1,information,
0,Do you have information about Aging changes in the senses,0000128-1,information,
0,Do you have information about Aging changes in vital signs,0000129-1,information,
0,What is (are) Aging spots -- should you be concerned? ?,0000130-1,information,
0,What is (are) Agitation ?,0000131-1,information,
1,What to do for Agitation ?,0000131-2,considerations,
2,What causes Agitation ?,0000131-3,causes,
3,What to do for Agitation ?,0000131-4,considerations,
4,Do I need to see a doctor for Agitation ?,0000131-5,when to contact a medical professional,
5,What is the outlook for Agitation ?,0000131-6,outlook,
0,What is (are) Agoraphobia ?,0000132-1,information,
1,What causes Agoraphobia ?,0000132-2,causes,
2,What are the symptoms of Agoraphobia ?,0000132-3,symptoms,
3,How to diagnose Agoraphobia ?,0000132-4,exams and tests,
4,What are the treatments for Agoraphobia ?,0000132-5,treatment,
5,What is the outlook for Agoraphobia ?,0000132-6,outlook,
6,What are the complications of Agoraphobia ?,0000132-7,complications,
7,Do I need to see a doctor for Agoraphobia ?,0000132-8,when to contact a medical professional,
8,How to prevent Agoraphobia ?,0000132-9,prevention,
0,What is (are) Agranulocytosis ?,0000133-1,information,
1,What causes Agranulocytosis ?,0000133-2,causes,
2,What are the symptoms of Agranulocytosis ?,0000133-3,symptoms,
3,How to diagnose Agranulocytosis ?,0000133-4,exams and tests,
4,What are the treatments for Agranulocytosis ?,0000133-5,treatment,
5,What is the outlook for Agranulocytosis ?,0000133-6,outlook,
6,How to prevent Agranulocytosis ?,0000133-7,prevention,
0,What is (are) Aicardi syndrome ?,0000134-1,information,
1,What causes Aicardi syndrome ?,0000134-2,causes,
2,What are the symptoms of Aicardi syndrome ?,0000134-3,symptoms,
3,How to diagnose Aicardi syndrome ?,0000134-4,exams and tests,
4,What are the treatments for Aicardi syndrome ?,0000134-5,treatment,
5,Where to find support for people with Aicardi syndrome ?,0000134-6,support groups,
6,What is the outlook for Aicardi syndrome ?,0000134-7,outlook,
7,What are the complications of Aicardi syndrome ?,0000134-8,complications,
8,Do I need to see a doctor for Aicardi syndrome ?,0000134-9,when to contact a medical professional,
0,What is (are) AIDS - resources ?,0000135-1,information,
0,Do you have information about Alanine transaminase (ALT) blood test,0000136-1,information,
0,What is (are) Albinism ?,0000137-1,information,
1,What causes Albinism ?,0000137-2,causes,
2,What are the symptoms of Albinism ?,0000137-3,symptoms,
3,How to diagnose Albinism ?,0000137-4,exams and tests,
4,What are the treatments for Albinism ?,0000137-5,treatment,
5,Where to find support for people with Albinism ?,0000137-6,support groups,
6,What is the outlook for Albinism ?,0000137-7,outlook,
7,What are the complications of Albinism ?,0000137-8,complications,
8,Do I need to see a doctor for Albinism ?,0000137-9,when to contact a medical professional,
9,How to prevent Albinism ?,0000137-10,prevention,
0,What is (are) Albumin - blood (serum) test ?,0000138-1,information,
1,Who is at risk for Albumin - blood (serum) test? ?,0000138-8,susceptibility,
0,Do you have information about Alcohol and pregnancy,0000139-1,information,
0,What is (are) Alcohol use and safe drinking ?,0000140-1,information,
1,What is (are) Alcohol use and safe drinking ?,0000140-2,information,
0,What is (are) Alcohol use disorder ?,0000141-1,information,
1,What causes Alcohol use disorder ?,0000141-2,causes,
2,What are the symptoms of Alcohol use disorder ?,0000141-3,symptoms,
3,How to diagnose Alcohol use disorder ?,0000141-4,exams and tests,
4,What are the treatments for Alcohol use disorder ?,0000141-5,treatment,
5,Where to find support for people with Alcohol use disorder ?,0000141-6,support groups,
6,What is the outlook for Alcohol use disorder ?,0000141-7,outlook,
7,What are the complications of Alcohol use disorder ?,0000141-8,complications,
8,Do I need to see a doctor for Alcohol use disorder ?,0000141-9,when to contact a medical professional,
9,How to prevent Alcohol use disorder ?,0000141-10,prevention,
0,What is (are) Alcohol withdrawal ?,0000142-1,information,
1,What causes Alcohol withdrawal ?,0000142-2,causes,
2,What are the symptoms of Alcohol withdrawal ?,0000142-3,symptoms,
3,How to diagnose Alcohol withdrawal ?,0000142-4,exams and tests,
4,What are the treatments for Alcohol withdrawal ?,0000142-5,treatment,
5,Where to find support for people with Alcohol withdrawal ?,0000142-6,support groups,
6,What is the outlook for Alcohol withdrawal ?,0000142-7,outlook,
7,Do I need to see a doctor for Alcohol withdrawal ?,0000142-8,when to contact a medical professional,
8,How to prevent Alcohol withdrawal ?,0000142-9,prevention,
0,What is (are) Alcoholic ketoacidosis ?,0000143-1,information,
1,What causes Alcoholic ketoacidosis ?,0000143-2,causes,
2,What are the symptoms of Alcoholic ketoacidosis ?,0000143-3,symptoms,
3,How to diagnose Alcoholic ketoacidosis ?,0000143-4,exams and tests,
4,What are the treatments for Alcoholic ketoacidosis ?,0000143-5,treatment,
5,What is the outlook for Alcoholic ketoacidosis ?,0000143-6,outlook,
6,What are the complications of Alcoholic ketoacidosis ?,0000143-7,complications,
7,Do I need to see a doctor for Alcoholic ketoacidosis ?,0000143-8,when to contact a medical professional,
8,How to prevent Alcoholic ketoacidosis ?,0000143-9,prevention,
0,What is (are) Alcoholic liver disease ?,0000144-1,information,
1,What causes Alcoholic liver disease ?,0000144-2,causes,
